Tier,Term,Fico,Loan.Amount,Channel,Member,Fixed.Rate
1,2,620-639,0-9999,Affiliate,NonMember,0.04697
1,2,620-639,0-9999,NonAffiliate,Member,0.04747
1,2,620-639,0-9999,NonAffiliate,NonMember,0.04847
1,2,620-639,10000-19999,Affiliate,Member,0.04591
1,2,620-639,10000-19999,Affiliate,NonMember,0.04691
1,2,620-639,10000-19999,NonAffiliate,Member,0.04741
1,2,620-639,10000-19999,NonAffiliate,NonMember,0.04841
1,2,620-639,20000-29999,Affiliate,Member,0.04585
1,2,620-639,20000-29999,Affiliate,NonMember,0.04685
1,2,620-639,20000-29999,NonAffiliate,Member,0.04735
1,2,620-639,20000-29999,NonAffiliate,NonMember,0.04835
1,2,620-639,30000-39999,Affiliate,Member,0.04579
1,2,620-639,30000-39999,Affiliate,NonMember,0.04679
1,2,620-639,30000-39999,NonAffiliate,Member,0.04729
1,2,620-639,30000-39999,NonAffiliate,NonMember,0.04829
1,2,620-639,40000-49999,Affiliate,Member,0.04573
1,2,620-639,40000-49999,Affiliate,NonMember,0.04673
1,2,620-639,40000-49999,NonAffiliate,Member,0.04723
1,2,620-639,40000-49999,NonAffiliate,NonMember,0.04823
1,2,620-639,50000-59999,Affiliate,Member,0.04567
1,2,620-639,50000-59999,Affiliate,NonMember,0.04667
1,2,620-639,50000-59999,NonAffiliate,Member,0.04717
1,2,620-639,50000-59999,NonAffiliate,NonMember,0.04817
1,2,620-639,60000-69999,Affiliate,Member,0.04561
1,2,620-639,60000-69999,Affiliate,NonMember,0.04661
1,2,620-639,60000-69999,NonAffiliate,Member,0.04711
1,2,620-639,60000-69999,NonAffiliate,NonMember,0.04811
1,2,620-639,70000-79999,Affiliate,Member,0.04555
1,2,620-639,70000-79999,Affiliate,NonMember,0.04655
1,2,620-639,70000-79999,NonAffiliate,Member,0.04705
1,2,620-639,70000-79999,NonAffiliate,NonMember,0.04805
1,2,620-639,80000-89999,Affiliate,Member,0.04549
1,2,620-639,80000-89999,Affiliate,NonMember,0.04649
1,2,620-639,80000-89999,NonAffiliate,Member,0.04699
1,2,620-639,80000-89999,NonAffiliate,NonMember,0.04799
1,2,620-639,90000-100000,Affiliate,Member,0.04543
1,2,620-639,90000-100000,Affiliate,NonMember,0.04643
1,2,620-639,90000-100000,NonAffiliate,Member,0.04693
1,2,620-639,90000-100000,NonAffiliate,NonMember,0.04793
1,2,640-659,0-9999,Affiliate,Member,0.04421
1,2,640-659,0-9999,Affiliate,NonMember,0.04521
1,2,640-659,0-9999,NonAffiliate,Member,0.04571
1,2,640-659,0-9999,NonAffiliate,NonMember,0.04671
1,2,640-659,10000-19999,Affiliate,Member,0.04415
1,2,640-659,10000-19999,Affiliate,NonMember,0.04515
1,2,640-659,10000-19999,NonAffiliate,Member,0.04565
1,2,640-659,10000-19999,NonAffiliate,NonMember,0.04665
1,2,640-659,20000-29999,Affiliate,Member,0.04409
1,2,640-659,20000-29999,Affiliate,NonMember,0.04509
1,2,640-659,20000-29999,NonAffiliate,Member,0.04559
1,2,640-659,20000-29999,NonAffiliate,NonMember,0.04659
1,2,640-659,30000-39999,Affiliate,Member,0.04403
1,2,640-659,30000-39999,Affiliate,NonMember,0.04503
1,2,640-659,30000-39999,NonAffiliate,Member,0.04553
1,2,640-659,30000-39999,NonAffiliate,NonMember,0.04653
1,2,640-659,40000-49999,Affiliate,Member,0.04397
1,2,640-659,40000-49999,Affiliate,NonMember,0.04497
1,2,640-659,40000-49999,NonAffiliate,Member,0.04547
1,2,640-659,40000-49999,NonAffiliate,NonMember,0.04647
1,2,640-659,50000-59999,Affiliate,Member,0.04391
1,2,640-659,50000-59999,Affiliate,NonMember,0.04491
1,2,640-659,50000-59999,NonAffiliate,Member,0.04541
1,2,640-659,50000-59999,NonAffiliate,NonMember,0.04641
1,2,640-659,60000-69999,Affiliate,Member,0.04385
1,2,640-659,60000-69999,Affiliate,NonMember,0.04485
1,2,640-659,60000-69999,NonAffiliate,Member,0.04535
1,2,640-659,60000-69999,NonAffiliate,NonMember,0.04635
1,2,640-659,70000-79999,Affiliate,Member,0.04379
1,2,640-659,70000-79999,Affiliate,NonMember,0.04479
1,2,640-659,70000-79999,NonAffiliate,Member,0.04529
1,2,640-659,70000-79999,NonAffiliate,NonMember,0.04629
1,2,640-659,80000-89999,Affiliate,Member,0.04373
1,2,640-659,80000-89999,Affiliate,NonMember,0.04473
1,2,640-659,80000-89999,NonAffiliate,Member,0.04523
1,2,640-659,80000-89999,NonAffiliate,NonMember,0.04623
1,2,640-659,90000-100000,Affiliate,Member,0.04367
1,2,640-659,90000-100000,Affiliate,NonMember,0.04467
1,2,640-659,90000-100000,NonAffiliate,Member,0.04517
1,2,640-659,90000-100000,NonAffiliate,NonMember,0.04617
1,2,660-679,0-9999,Affiliate,Member,0.04245
1,2,660-679,0-9999,Affiliate,NonMember,0.04345
1,2,660-679,0-9999,NonAffiliate,Member,0.04395
1,2,660-679,0-9999,NonAffiliate,NonMember,0.04495
1,2,660-679,10000-19999,Affiliate,Member,0.04239
1,2,660-679,10000-19999,Affiliate,NonMember,0.04339
1,2,660-679,10000-19999,NonAffiliate,Member,0.04389
1,2,660-679,10000-19999,NonAffiliate,NonMember,0.04489
1,2,660-679,20000-29999,Affiliate,Member,0.04233
1,2,660-679,20000-29999,Affiliate,NonMember,0.04333
1,2,660-679,20000-29999,NonAffiliate,Member,0.04383
1,2,660-679,20000-29999,NonAffiliate,NonMember,0.04483
1,2,660-679,30000-39999,Affiliate,Member,0.04227
1,2,660-679,30000-39999,Affiliate,NonMember,0.04327
1,2,660-679,30000-39999,NonAffiliate,Member,0.04377
1,2,660-679,30000-39999,NonAffiliate,NonMember,0.04477
1,2,660-679,40000-49999,Affiliate,Member,0.04221
1,2,660-679,40000-49999,Affiliate,NonMember,0.04321
1,2,660-679,40000-49999,NonAffiliate,Member,0.04371
1,2,660-679,40000-49999,NonAffiliate,NonMember,0.04471
1,2,660-679,50000-59999,Affiliate,Member,0.04215
1,2,660-679,50000-59999,Affiliate,NonMember,0.04315
1,2,660-679,50000-59999,NonAffiliate,Member,0.04365
1,2,660-679,50000-59999,NonAffiliate,NonMember,0.04465
1,2,660-679,60000-69999,Affiliate,Member,0.04209
1,2,660-679,60000-69999,Affiliate,NonMember,0.04309
1,2,660-679,60000-69999,NonAffiliate,Member,0.04359
1,2,660-679,60000-69999,NonAffiliate,NonMember,0.04459
1,2,660-679,70000-79999,Affiliate,Member,0.04203
1,2,660-679,70000-79999,Affiliate,NonMember,0.04303
1,2,660-679,70000-79999,NonAffiliate,Member,0.04353
1,2,660-679,70000-79999,NonAffiliate,NonMember,0.04453
1,2,660-679,80000-89999,Affiliate,Member,0.04197
1,2,660-679,80000-89999,Affiliate,NonMember,0.04297
1,2,660-679,80000-89999,NonAffiliate,Member,0.04347
1,2,660-679,80000-89999,NonAffiliate,NonMember,0.04447
1,2,660-679,90000-100000,Affiliate,Member,0.04191
1,2,660-679,90000-100000,Affiliate,NonMember,0.04291
1,2,660-679,90000-100000,NonAffiliate,Member,0.04341
1,2,660-679,90000-100000,NonAffiliate,NonMember,0.04441
1,2,680-699,0-9999,Affiliate,Member,0.04069
1,2,680-699,0-9999,Affiliate,NonMember,0.04169
1,2,680-699,0-9999,NonAffiliate,Member,0.04219
1,2,680-699,0-9999,NonAffiliate,NonMember,0.04319
1,2,680-699,10000-19999,Affiliate,Member,0.04063
1,2,680-699,10000-19999,Affiliate,NonMember,0.04163
1,2,680-699,10000-19999,NonAffiliate,Member,0.04213
1,2,680-699,10000-19999,NonAffiliate,NonMember,0.04313
1,2,680-699,20000-29999,Affiliate,Member,0.04057
1,2,680-699,20000-29999,Affiliate,NonMember,0.04157
1,2,680-699,20000-29999,NonAffiliate,Member,0.04207
1,2,680-699,20000-29999,NonAffiliate,NonMember,0.04307
1,2,680-699,30000-39999,Affiliate,Member,0.04051
1,2,680-699,30000-39999,Affiliate,NonMember,0.04151
1,2,680-699,30000-39999,NonAffiliate,Member,0.04201
1,2,680-699,30000-39999,NonAffiliate,NonMember,0.04301
1,2,680-699,40000-49999,Affiliate,Member,0.04045
1,2,680-699,40000-49999,Affiliate,NonMember,0.04145
1,2,680-699,40000-49999,NonAffiliate,Member,0.04195
1,2,680-699,40000-49999,NonAffiliate,NonMember,0.04295
1,2,680-699,50000-59999,Affiliate,Member,0.04039
1,2,680-699,50000-59999,Affiliate,NonMember,0.04139
1,2,680-699,50000-59999,NonAffiliate,Member,0.04189
1,2,680-699,50000-59999,NonAffiliate,NonMember,0.04289
1,2,680-699,60000-69999,Affiliate,Member,0.04033
1,2,680-699,60000-69999,Affiliate,NonMember,0.04133
1,2,680-699,60000-69999,NonAffiliate,Member,0.04183
1,2,680-699,60000-69999,NonAffiliate,NonMember,0.04283
1,2,680-699,70000-79999,Affiliate,Member,0.04027
1,2,680-699,70000-79999,Affiliate,NonMember,0.04127
1,2,680-699,70000-79999,NonAffiliate,Member,0.04177
1,2,680-699,70000-79999,NonAffiliate,NonMember,0.04277
1,2,680-699,80000-89999,Affiliate,Member,0.04021
1,2,680-699,80000-89999,Affiliate,NonMember,0.04121
1,2,680-699,80000-89999,NonAffiliate,Member,0.04171
1,2,680-699,80000-89999,NonAffiliate,NonMember,0.04271
1,2,680-699,90000-100000,Affiliate,Member,0.04015
1,2,680-699,90000-100000,Affiliate,NonMember,0.04115
1,2,680-699,90000-100000,NonAffiliate,Member,0.04165
1,2,680-699,90000-100000,NonAffiliate,NonMember,0.04265
1,2,700-719,0-9999,Affiliate,Member,0.03893
1,2,700-719,0-9999,Affiliate,NonMember,0.03993
1,2,700-719,0-9999,NonAffiliate,Member,0.04043
1,2,700-719,0-9999,NonAffiliate,NonMember,0.04143
1,2,700-719,10000-19999,Affiliate,Member,0.03887
1,2,700-719,10000-19999,Affiliate,NonMember,0.03987
1,2,700-719,10000-19999,NonAffiliate,Member,0.04037
1,2,700-719,10000-19999,NonAffiliate,NonMember,0.04137
1,2,700-719,20000-29999,Affiliate,Member,0.03881
1,2,700-719,20000-29999,Affiliate,NonMember,0.03981
1,2,700-719,20000-29999,NonAffiliate,Member,0.04031
1,2,700-719,20000-29999,NonAffiliate,NonMember,0.04131
1,2,700-719,30000-39999,Affiliate,Member,0.03875
1,2,700-719,30000-39999,Affiliate,NonMember,0.03975
1,2,700-719,30000-39999,NonAffiliate,Member,0.04025
1,2,700-719,30000-39999,NonAffiliate,NonMember,0.04125
1,2,700-719,40000-49999,Affiliate,Member,0.03869
1,2,700-719,40000-49999,Affiliate,NonMember,0.03969
1,2,700-719,40000-49999,NonAffiliate,Member,0.04019
1,2,700-719,40000-49999,NonAffiliate,NonMember,0.04119
1,2,700-719,50000-59999,Affiliate,Member,0.03863
1,2,700-719,50000-59999,Affiliate,NonMember,0.03963
1,2,700-719,50000-59999,NonAffiliate,Member,0.04013
1,2,700-719,50000-59999,NonAffiliate,NonMember,0.04113
1,2,700-719,60000-69999,Affiliate,Member,0.03857
1,2,700-719,60000-69999,Affiliate,NonMember,0.03957
1,2,700-719,60000-69999,NonAffiliate,Member,0.04007
1,2,700-719,60000-69999,NonAffiliate,NonMember,0.04107
1,2,700-719,70000-79999,Affiliate,Member,0.03851
1,2,700-719,70000-79999,Affiliate,NonMember,0.03951
1,2,700-719,70000-79999,NonAffiliate,Member,0.04001
1,2,700-719,70000-79999,NonAffiliate,NonMember,0.04101
1,2,700-719,80000-89999,Affiliate,Member,0.03845
1,2,700-719,80000-89999,Affiliate,NonMember,0.03945
1,2,700-719,80000-89999,NonAffiliate,Member,0.03995
1,2,700-719,80000-89999,NonAffiliate,NonMember,0.04095
1,2,700-719,90000-100000,Affiliate,Member,0.03839
1,2,700-719,90000-100000,Affiliate,NonMember,0.03939
1,2,700-719,90000-100000,NonAffiliate,Member,0.03989
1,2,700-719,90000-100000,NonAffiliate,NonMember,0.04089
1,2,720-739,0-9999,Affiliate,Member,0.03717
1,2,720-739,0-9999,Affiliate,NonMember,0.03817
1,2,720-739,0-9999,NonAffiliate,Member,0.03867
1,2,720-739,0-9999,NonAffiliate,NonMember,0.03967
1,2,720-739,10000-19999,Affiliate,Member,0.03711
1,2,720-739,10000-19999,Affiliate,NonMember,0.03811
1,2,720-739,10000-19999,NonAffiliate,Member,0.03861
1,2,720-739,10000-19999,NonAffiliate,NonMember,0.03961
1,2,720-739,20000-29999,Affiliate,Member,0.03705
1,2,720-739,20000-29999,Affiliate,NonMember,0.03805
1,2,720-739,20000-29999,NonAffiliate,Member,0.03855
1,2,720-739,20000-29999,NonAffiliate,NonMember,0.03955
1,2,720-739,30000-39999,Affiliate,Member,0.03699
1,2,720-739,30000-39999,Affiliate,NonMember,0.03799
1,2,720-739,30000-39999,NonAffiliate,Member,0.03849
1,2,720-739,30000-39999,NonAffiliate,NonMember,0.03949
1,2,720-739,40000-49999,Affiliate,Member,0.03693
1,2,720-739,40000-49999,Affiliate,NonMember,0.03793
1,2,720-739,40000-49999,NonAffiliate,Member,0.03843
1,2,720-739,40000-49999,NonAffiliate,NonMember,0.03943
1,2,720-739,50000-59999,Affiliate,Member,0.03687
1,2,720-739,50000-59999,Affiliate,NonMember,0.03787
1,2,720-739,50000-59999,NonAffiliate,Member,0.03837
1,2,720-739,50000-59999,NonAffiliate,NonMember,0.03937
1,2,720-739,60000-69999,Affiliate,Member,0.03681
1,2,720-739,60000-69999,Affiliate,NonMember,0.03781
1,2,720-739,60000-69999,NonAffiliate,Member,0.03831
1,2,720-739,60000-69999,NonAffiliate,NonMember,0.03931
1,2,720-739,70000-79999,Affiliate,Member,0.03675
1,2,720-739,70000-79999,Affiliate,NonMember,0.03775
1,2,720-739,70000-79999,NonAffiliate,Member,0.03825
1,2,720-739,70000-79999,NonAffiliate,NonMember,0.03925
1,2,720-739,80000-89999,Affiliate,Member,0.03669
1,2,720-739,80000-89999,Affiliate,NonMember,0.03769
1,2,720-739,80000-89999,NonAffiliate,Member,0.03819
1,2,720-739,80000-89999,NonAffiliate,NonMember,0.03919
1,2,720-739,90000-100000,Affiliate,Member,0.03663
1,2,720-739,90000-100000,Affiliate,NonMember,0.03763
1,2,720-739,90000-100000,NonAffiliate,Member,0.03813
1,2,720-739,90000-100000,NonAffiliate,NonMember,0.03913
1,2,740-759,0-9999,Affiliate,Member,0.03541
1,2,740-759,0-9999,Affiliate,NonMember,0.03641
1,2,740-759,0-9999,NonAffiliate,Member,0.03691
1,2,740-759,0-9999,NonAffiliate,NonMember,0.03791
1,2,740-759,10000-19999,Affiliate,Member,0.03535
1,2,740-759,10000-19999,Affiliate,NonMember,0.03635
1,2,740-759,10000-19999,NonAffiliate,Member,0.03685
1,2,740-759,10000-19999,NonAffiliate,NonMember,0.03785
1,2,740-759,20000-29999,Affiliate,Member,0.03529
1,2,740-759,20000-29999,Affiliate,NonMember,0.03629
1,2,740-759,20000-29999,NonAffiliate,Member,0.03679
1,2,740-759,20000-29999,NonAffiliate,NonMember,0.03779
1,2,740-759,30000-39999,Affiliate,Member,0.03523
1,2,740-759,30000-39999,Affiliate,NonMember,0.03623
1,2,740-759,30000-39999,NonAffiliate,Member,0.03673
1,2,740-759,30000-39999,NonAffiliate,NonMember,0.03773
1,2,740-759,40000-49999,Affiliate,Member,0.03517
1,2,740-759,40000-49999,Affiliate,NonMember,0.03617
1,2,740-759,40000-49999,NonAffiliate,Member,0.03667
1,2,740-759,40000-49999,NonAffiliate,NonMember,0.03767
1,2,740-759,50000-59999,Affiliate,Member,0.03511
1,2,740-759,50000-59999,Affiliate,NonMember,0.03611
1,2,740-759,50000-59999,NonAffiliate,Member,0.03661
1,2,740-759,50000-59999,NonAffiliate,NonMember,0.03761
1,2,740-759,60000-69999,Affiliate,Member,0.03505
1,2,740-759,60000-69999,Affiliate,NonMember,0.03605
1,2,740-759,60000-69999,NonAffiliate,Member,0.03655
1,2,740-759,60000-69999,NonAffiliate,NonMember,0.03755
1,2,740-759,70000-79999,Affiliate,Member,0.03499
1,2,740-759,70000-79999,Affiliate,NonMember,0.03599
1,2,740-759,70000-79999,NonAffiliate,Member,0.03649
1,2,740-759,70000-79999,NonAffiliate,NonMember,0.03749
1,2,740-759,80000-89999,Affiliate,Member,0.03493
1,2,740-759,80000-89999,Affiliate,NonMember,0.03593
1,2,740-759,80000-89999,NonAffiliate,Member,0.03643
1,2,740-759,80000-89999,NonAffiliate,NonMember,0.03743
1,2,740-759,90000-100000,Affiliate,Member,0.03487
1,2,740-759,90000-100000,Affiliate,NonMember,0.03587
1,2,740-759,90000-100000,NonAffiliate,Member,0.03637
1,2,740-759,90000-100000,NonAffiliate,NonMember,0.03737
1,2,760-779,0-9999,Affiliate,Member,0.03365
1,2,760-779,0-9999,Affiliate,NonMember,0.03465
1,2,760-779,0-9999,NonAffiliate,Member,0.03515
1,2,760-779,0-9999,NonAffiliate,NonMember,0.03615
1,2,760-779,10000-19999,Affiliate,Member,0.03359
1,2,760-779,10000-19999,Affiliate,NonMember,0.03459
1,2,760-779,10000-19999,NonAffiliate,Member,0.03509
1,2,760-779,10000-19999,NonAffiliate,NonMember,0.03609
1,2,760-779,20000-29999,Affiliate,Member,0.03353
1,2,760-779,20000-29999,Affiliate,NonMember,0.03453
1,2,760-779,20000-29999,NonAffiliate,Member,0.03503
1,2,760-779,20000-29999,NonAffiliate,NonMember,0.03603
1,2,760-779,30000-39999,Affiliate,Member,0.03347
1,2,760-779,30000-39999,Affiliate,NonMember,0.03447
1,2,760-779,30000-39999,NonAffiliate,Member,0.03497
1,2,760-779,30000-39999,NonAffiliate,NonMember,0.03597
1,2,760-779,40000-49999,Affiliate,Member,0.03341
1,2,760-779,40000-49999,Affiliate,NonMember,0.03441
1,2,760-779,40000-49999,NonAffiliate,Member,0.03491
1,2,760-779,40000-49999,NonAffiliate,NonMember,0.03591
1,2,760-779,50000-59999,Affiliate,Member,0.03335
1,2,760-779,50000-59999,Affiliate,NonMember,0.03435
1,2,760-779,50000-59999,NonAffiliate,Member,0.03485
1,2,760-779,50000-59999,NonAffiliate,NonMember,0.03585
1,2,760-779,60000-69999,Affiliate,Member,0.03329
1,2,760-779,60000-69999,Affiliate,NonMember,0.03429
1,2,760-779,60000-69999,NonAffiliate,Member,0.03479
1,2,760-779,60000-69999,NonAffiliate,NonMember,0.03579
1,2,760-779,70000-79999,Affiliate,Member,0.03323
1,2,760-779,70000-79999,Affiliate,NonMember,0.03423
1,2,760-779,70000-79999,NonAffiliate,Member,0.03473
1,2,760-779,70000-79999,NonAffiliate,NonMember,0.03573
1,2,760-779,80000-89999,Affiliate,Member,0.03317
1,2,760-779,80000-89999,Affiliate,NonMember,0.03417
1,2,760-779,80000-89999,NonAffiliate,Member,0.03467
1,2,760-779,80000-89999,NonAffiliate,NonMember,0.03567
1,2,760-779,90000-100000,Affiliate,Member,0.03311
1,2,760-779,90000-100000,Affiliate,NonMember,0.03411
1,2,760-779,90000-100000,NonAffiliate,Member,0.03461
1,2,760-779,90000-100000,NonAffiliate,NonMember,0.03561
1,2,780-799,0-9999,Affiliate,Member,0.03200
1,2,780-799,0-9999,Affiliate,NonMember,0.03289
1,2,780-799,0-9999,NonAffiliate,Member,0.03339
1,2,780-799,0-9999,NonAffiliate,NonMember,0.03439
1,2,780-799,10000-19999,Affiliate,Member,0.03200
1,2,780-799,10000-19999,Affiliate,NonMember,0.03283
1,2,780-799,10000-19999,NonAffiliate,Member,0.03333
1,2,780-799,10000-19999,NonAffiliate,NonMember,0.03433
1,2,780-799,20000-29999,Affiliate,Member,0.03200
1,2,780-799,20000-29999,Affiliate,NonMember,0.03277
1,2,780-799,20000-29999,NonAffiliate,Member,0.03327
1,2,780-799,20000-29999,NonAffiliate,NonMember,0.03427
1,2,780-799,30000-39999,Affiliate,Member,0.03200
1,2,780-799,30000-39999,Affiliate,NonMember,0.03271
1,2,780-799,30000-39999,NonAffiliate,Member,0.03321
1,2,780-799,30000-39999,NonAffiliate,NonMember,0.03421
1,2,780-799,40000-49999,Affiliate,Member,0.03200
1,2,780-799,40000-49999,Affiliate,NonMember,0.03265
1,2,780-799,40000-49999,NonAffiliate,Member,0.03315
1,2,780-799,40000-49999,NonAffiliate,NonMember,0.03415
1,2,780-799,50000-59999,Affiliate,Member,0.03200
1,2,780-799,50000-59999,Affiliate,NonMember,0.03259
1,2,780-799,50000-59999,NonAffiliate,Member,0.03309
1,2,780-799,50000-59999,NonAffiliate,NonMember,0.03409
1,2,780-799,60000-69999,Affiliate,Member,0.03200
1,2,780-799,60000-69999,Affiliate,NonMember,0.03253
1,2,780-799,60000-69999,NonAffiliate,Member,0.03303
1,2,780-799,60000-69999,NonAffiliate,NonMember,0.03403
1,2,780-799,70000-79999,Affiliate,Member,0.03200
1,2,780-799,70000-79999,Affiliate,NonMember,0.03247
1,2,780-799,70000-79999,NonAffiliate,Member,0.03297
1,2,780-799,70000-79999,NonAffiliate,NonMember,0.03397
1,2,780-799,80000-89999,Affiliate,Member,0.03200
1,2,780-799,80000-89999,Affiliate,NonMember,0.03241
1,2,780-799,80000-89999,NonAffiliate,Member,0.03291
1,2,780-799,80000-89999,NonAffiliate,NonMember,0.03391
1,2,780-799,90000-100000,Affiliate,Member,0.03200
1,2,780-799,90000-100000,Affiliate,NonMember,0.03235
1,2,780-799,90000-100000,NonAffiliate,Member,0.03285
1,2,780-799,90000-100000,NonAffiliate,NonMember,0.03385
1,2,800-819,0-9999,Affiliate,Member,0.03200
1,2,800-819,0-9999,Affiliate,NonMember,0.03200
1,2,800-819,0-9999,NonAffiliate,Member,0.03200
1,2,800-819,0-9999,NonAffiliate,NonMember,0.03263
1,2,800-819,10000-19999,Affiliate,Member,0.03200
1,2,800-819,10000-19999,Affiliate,NonMember,0.03200
1,2,800-819,10000-19999,NonAffiliate,Member,0.03200
1,2,800-819,10000-19999,NonAffiliate,NonMember,0.03257
1,2,800-819,20000-29999,Affiliate,Member,0.03200
1,2,800-819,20000-29999,Affiliate,NonMember,0.03200
1,2,800-819,20000-29999,NonAffiliate,Member,0.03200
1,2,800-819,20000-29999,NonAffiliate,NonMember,0.03251
1,2,800-819,30000-39999,Affiliate,Member,0.03200
1,2,800-819,30000-39999,Affiliate,NonMember,0.03200
1,2,800-819,30000-39999,NonAffiliate,Member,0.03200
1,2,800-819,30000-39999,NonAffiliate,NonMember,0.03245
1,2,800-819,40000-49999,Affiliate,Member,0.03200
1,2,800-819,40000-49999,Affiliate,NonMember,0.03200
1,2,800-819,40000-49999,NonAffiliate,Member,0.03200
1,2,800-819,40000-49999,NonAffiliate,NonMember,0.03239
1,2,800-819,50000-59999,Affiliate,Member,0.03200
1,2,800-819,50000-59999,Affiliate,NonMember,0.03200
1,2,800-819,50000-59999,NonAffiliate,Member,0.03200
1,2,800-819,50000-59999,NonAffiliate,NonMember,0.03233
1,2,800-819,60000-69999,Affiliate,Member,0.03200
1,2,800-819,60000-69999,Affiliate,NonMember,0.03200
1,2,800-819,60000-69999,NonAffiliate,Member,0.03200
1,2,800-819,60000-69999,NonAffiliate,NonMember,0.03227
1,2,800-819,70000-79999,Affiliate,Member,0.03200
1,2,800-819,70000-79999,Affiliate,NonMember,0.03200
1,2,800-819,70000-79999,NonAffiliate,Member,0.03200
1,2,800-819,70000-79999,NonAffiliate,NonMember,0.03221
1,2,800-819,80000-89999,Affiliate,Member,0.03200
1,2,800-819,80000-89999,Affiliate,NonMember,0.03200
1,2,800-819,80000-89999,NonAffiliate,Member,0.03200
1,2,800-819,80000-89999,NonAffiliate,NonMember,0.03215
1,2,800-819,90000-100000,Affiliate,Member,0.03200
1,2,800-819,90000-100000,Affiliate,NonMember,0.03200
1,2,800-819,90000-100000,NonAffiliate,Member,0.03200
1,2,800-819,90000-100000,NonAffiliate,NonMember,0.03209
1,2,820-839,0-9999,Affiliate,Member,0.03200
1,2,820-839,0-9999,Affiliate,NonMember,0.03200
1,2,820-839,0-9999,NonAffiliate,Member,0.03200
1,2,820-839,0-9999,NonAffiliate,NonMember,0.03200
1,2,820-839,10000-19999,Affiliate,Member,0.03200
1,2,820-839,10000-19999,Affiliate,NonMember,0.03200
1,2,820-839,10000-19999,NonAffiliate,Member,0.03200
1,2,820-839,10000-19999,NonAffiliate,NonMember,0.03200
1,2,820-839,20000-29999,Affiliate,Member,0.03200
1,2,820-839,20000-29999,Affiliate,NonMember,0.03200
1,2,820-839,20000-29999,NonAffiliate,Member,0.03200
1,2,820-839,20000-29999,NonAffiliate,NonMember,0.03200
1,2,820-839,30000-39999,Affiliate,Member,0.03200
1,2,820-839,30000-39999,Affiliate,NonMember,0.03200
1,2,820-839,30000-39999,NonAffiliate,Member,0.03200
1,2,820-839,30000-39999,NonAffiliate,NonMember,0.03200
1,2,820-839,40000-49999,Affiliate,Member,0.03200
1,2,820-839,40000-49999,Affiliate,NonMember,0.03200
1,2,820-839,40000-49999,NonAffiliate,Member,0.03200
1,2,820-839,40000-49999,NonAffiliate,NonMember,0.03200
1,2,820-839,50000-59999,Affiliate,Member,0.03200
1,2,820-839,50000-59999,Affiliate,NonMember,0.03200
1,2,820-839,50000-59999,NonAffiliate,Member,0.03200
1,2,820-839,50000-59999,NonAffiliate,NonMember,0.03200
1,2,820-839,60000-69999,Affiliate,Member,0.03200
1,2,820-839,60000-69999,Affiliate,NonMember,0.03200
